Code,JH_Recovered|2020-01-22,JH_Recovered|2020-01-23,JH_Recovered|2020-01-24,JH_Recovered|2020-01-25,JH_Recovered|2020-01-26,JH_Recovered|2020-01-27,JH_Recovered|2020-01-28,JH_Recovered|2020-01-29,JH_Recovered|2020-01-30,JH_Recovered|2020-01-31,JH_Recovered|2020-02-01,JH_Recovered|2020-02-02,JH_Recovered|2020-02-03,JH_Recovered|2020-02-04,JH_Recovered|2020-02-05,JH_Recovered|2020-02-06,JH_Recovered|2020-02-07,JH_Recovered|2020-02-08,JH_Recovered|2020-02-09,JH_Recovered|2020-02-10,JH_Recovered|2020-02-11,JH_Recovered|2020-02-12,JH_Recovered|2020-02-13,JH_Recovered|2020-02-14,JH_Recovered|2020-02-15,JH_Recovered|2020-02-16,JH_Recovered|2020-02-17,JH_Recovered|2020-02-18,JH_Recovered|2020-02-19,JH_Recovered|2020-02-20,JH_Recovered|2020-02-21,JH_Recovered|2020-02-22,JH_Recovered|2020-02-23,JH_Recovered|2020-02-24,JH_Recovered|2020-02-25,JH_Recovered|2020-02-26,JH_Recovered|2020-02-27,JH_Recovered|2020-02-28,JH_Recovered|2020-02-29,JH_Recovered|2020-03-01,JH_Recovered|2020-03-02,JH_Recovered|2020-03-03,JH_Recovered|2020-03-04,JH_Recovered|2020-03-05,JH_Recovered|2020-03-06,JH_Recovered|2020-03-07,JH_Recovered|2020-03-08,JH_Recovered|2020-03-09,JH_Recovered|2020-03-10,JH_Recovered|2020-03-11,JH_Recovered|2020-03-12,JH_Recovered|2020-03-13,JH_Recovered|2020-03-14,JH_Recovered|2020-03-15,JH_Recovered|2020-03-16,JH_Recovered|2020-03-17,JH_Recovered|2020-03-18,JH_Recovered|2020-03-19,JH_Recovered|2020-03-20,JH_Recovered|2020-03-21,JH_Recovered|2020-03-22,JH_Recovered|2020-03-23,JH_Recovered|2020-03-24,JH_Recovered|2020-03-25,JH_Recovered|2020-03-26,JH_Recovered|2020-03-27,JH_Recovered|2020-03-28,JH_Confirmed|2020-01-22,JH_Confirmed|2020-01-23,JH_Confirmed|2020-01-24,JH_Confirmed|2020-01-25,JH_Confirmed|2020-01-26,JH_Confirmed|2020-01-27,JH_Confirmed|2020-01-28,JH_Confirmed|2020-01-29,JH_Confirmed|2020-01-30,JH_Confirmed|2020-01-31,JH_Confirmed|2020-02-01,JH_Confirmed|2020-02-02,JH_Confirmed|2020-02-03,JH_Confirmed|2020-02-04,JH_Confirmed|2020-02-05,JH_Confirmed|2020-02-06,JH_Confirmed|2020-02-07,JH_Confirmed|2020-02-08,JH_Confirmed|2020-02-09,JH_Confirmed|2020-02-10,JH_Confirmed|2020-02-11,JH_Confirmed|2020-02-12,JH_Confirmed|2020-02-13,JH_Confirmed|2020-02-14,JH_Confirmed|2020-02-15,JH_Confirmed|2020-02-16,JH_Confirmed|2020-02-17,JH_Confirmed|2020-02-18,JH_Confirmed|2020-02-19,JH_Confirmed|2020-02-20,JH_Confirmed|2020-02-21,JH_Confirmed|2020-02-22,JH_Confirmed|2020-02-23,JH_Confirmed|2020-02-24,JH_Confirmed|2020-02-25,JH_Confirmed|2020-02-26,JH_Confirmed|2020-02-27,JH_Confirmed|2020-02-28,JH_Confirmed|2020-02-29,JH_Confirmed|2020-03-01,JH_Confirmed|2020-03-02,JH_Confirmed|2020-03-03,JH_Confirmed|2020-03-04,JH_Confirmed|2020-03-05,JH_Confirmed|2020-03-06,JH_Confirmed|2020-03-07,JH_Confirmed|2020-03-08,JH_Confirmed|2020-03-09,JH_Confirmed|2020-03-10,JH_Confirmed|2020-03-11,JH_Confirmed|2020-03-12,JH_Confirmed|2020-03-13,JH_Confirmed|2020-03-14,JH_Confirmed|2020-03-15,JH_Confirmed|2020-03-16,JH_Confirmed|2020-03-17,JH_Confirmed|2020-03-18,JH_Confirmed|2020-03-19,JH_Confirmed|2020-03-20,JH_Confirmed|2020-03-21,JH_Confirmed|2020-03-22,JH_Confirmed|2020-03-23,JH_Confirmed|2020-03-24,JH_Confirmed|2020-03-25,JH_Confirmed|2020-03-26,JH_Confirmed|2020-03-27,JH_Confirmed|2020-03-28,JH_Deaths|2020-01-22,JH_Deaths|2020-01-23,JH_Deaths|2020-01-24,JH_Deaths|2020-01-25,JH_Deaths|2020-01-26,JH_Deaths|2020-01-27,JH_Deaths|2020-01-28,JH_Deaths|2020-01-29,JH_Deaths|2020-01-30,JH_Deaths|2020-01-31,JH_Deaths|2020-02-01,JH_Deaths|2020-02-02,JH_Deaths|2020-02-03,JH_Deaths|2020-02-04,JH_Deaths|2020-02-05,JH_Deaths|2020-02-06,JH_Deaths|2020-02-07,JH_Deaths|2020-02-08,JH_Deaths|2020-02-09,JH_Deaths|2020-02-10,JH_Deaths|2020-02-11,JH_Deaths|2020-02-12,JH_Deaths|2020-02-13,JH_Deaths|2020-02-14,JH_Deaths|2020-02-15,JH_Deaths|2020-02-16,JH_Deaths|2020-02-17,JH_Deaths|2020-02-18,JH_Deaths|2020-02-19,JH_Deaths|2020-02-20,JH_Deaths|2020-02-21,JH_Deaths|2020-02-22,JH_Deaths|2020-02-23,JH_Deaths|2020-02-24,JH_Deaths|2020-02-25,JH_Deaths|2020-02-26,JH_Deaths|2020-02-27,JH_Deaths|2020-02-28,JH_Deaths|2020-02-29,JH_Deaths|2020-03-01,JH_Deaths|2020-03-02,JH_Deaths|2020-03-03,JH_Deaths|2020-03-04,JH_Deaths|2020-03-05,JH_Deaths|2020-03-06,JH_Deaths|2020-03-07,JH_Deaths|2020-03-08,JH_Deaths|2020-03-09,JH_Deaths|2020-03-10,JH_Deaths|2020-03-11,JH_Deaths|2020-03-12,JH_Deaths|2020-03-13,JH_Deaths|2020-03-14,JH_Deaths|2020-03-15,JH_Deaths|2020-03-16,JH_Deaths|2020-03-17,JH_Deaths|2020-03-18,JH_Deaths|2020-03-19,JH_Deaths|2020-03-20,JH_Deaths|2020-03-21,JH_Deaths|2020-03-22,JH_Deaths|2020-03-23,JH_Deaths|2020-03-24,JH_Deaths|2020-03-25,JH_Deaths|2020-03-26,JH_Deaths|2020-03-27,JH_Deaths|2020-03-28,JH_Active|2020-02-15,JH_Active|2020-02-23,JH_Active|2020-02-04,JH_Active|2020-01-30,JH_Active|2020-02-06,JH_Active|2020-02-01,JH_Active|2020-02-17,JH_Active|2020-03-07,JH_Active|2020-01-29,JH_Active|2020-02-29,JH_Active|2020-03-13,JH_Active|2020-02-21,JH_Active|2020-01-23,JH_Active|2020-02-03,JH_Active|2020-02-20,JH_Active|2020-02-26,JH_Active|2020-03-28,JH_Active|2020-03-25,JH_Active|2020-02-05,JH_Active|2020-02-11,JH_Active|2020-01-27,JH_Active|2020-01-24,JH_Active|2020-02-13,JH_Active|2020-03-14,JH_Active|2020-02-07,JH_Active|2020-03-01,JH_Active|2020-02-12,JH_Active|2020-02-14,JH_Active|2020-02-18,JH_Active|2020-03-03,JH_Active|2020-03-11,JH_Active|2020-03-15,JH_Active|2020-01-22,JH_Active|2020-02-08,JH_Active|2020-02-16,JH_Active|2020-03-02,JH_Active|2020-03-27,JH_Active|2020-01-28,JH_Active|2020-02-19,JH_Active|2020-03-08,JH_Active|2020-03-10,JH_Active|2020-02-25,JH_Active|2020-01-25,JH_Active|2020-03-19,JH_Active|2020-01-26,JH_Active|2020-01-31,JH_Active|2020-02-24,JH_Active|2020-03-09,JH_Active|2020-03-16,JH_Active|2020-03-17,JH_Active|2020-03-22,JH_Active|2020-02-02,JH_Active|2020-03-05,JH_Active|2020-02-28,JH_Active|2020-02-09,JH_Active|2020-03-26,JH_Active|2020-03-12,JH_Active|2020-03-20,JH_Active|2020-03-21,JH_Active|2020-02-22,JH_Active|2020-02-27,JH_Active|2020-03-23,JH_Active|2020-03-24,JH_Active|2020-02-10,JH_Active|2020-03-04,JH_Active|2020-03-18,JH_Active|2020-03-06
SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,6,6,8,16,16,16,28,29,33,35,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,11.0,15.0,20.0,21.0,45.0,86.0,103.0,103.0,118.0,171.0,171.0,274.0,344.0,392.0,511.0,562.0,767.0,900.0,1012.0,1104.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,1162.0,869.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,102.0,0.0,0.0,0.0,1.0,1066.0,0.0,0.0,11.0,19.0,0.0,0.0,268.0,0.0,0.0,0.0,15.0,116.0,165.0,495.0,0.0,5.0,0.0,0.0,976.0,44.0,336.0,376.0,0.0,0.0,546.0,738.0,0.0,1.0,165.0,5.0
SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,8,9,9,11,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,24.0,24.0,26.0,31.0,31.0,38.0,47.0,67.0,79.0,86.0,99.0,105.0,119.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,112.0,90.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,23.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,3.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,22.0,24.0,62.0,0.0,4.0,0.0,0.0,96.0,3.0,36.0,42.0,0.0,0.0,74.0,78.0,0.0,4.0,29.0,4.0
RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,15,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,12.0,19.0,35.0,46.0,48.0,55.0,65.0,83.0,103.0,135.0,171.0,222.0,249.0,303.0,384.0,384.0,457.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,649.0,365.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,48.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,1.0,5.0,0.0,0.0,102.0,0.0,0.0,0.0,1.0,54.0,64.0,219.0,0.0,0.0,0.0,0.0,383.0,19.0,133.0,169.0,0.0,0.0,245.0,285.0,0.0,0.0,82.0,1.0
SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0
SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,15,15,17,18,18,24,29,34,34,37,37,51,51,53,62,62,62,72,72,78,78,78,78,78,78,78,78,78,96,96,97,105,105,109,114,114,114,124,140,144,144,156,160,172,183,198,0.0,1.0,3.0,3.0,4.0,5.0,7.0,7.0,10.0,13.0,16.0,18.0,18.0,24.0,28.0,28.0,30.0,33.0,40.0,45.0,47.0,50.0,58.0,67.0,72.0,75.0,77.0,81.0,84.0,84.0,85.0,85.0,89.0,89.0,91.0,93.0,93.0,93.0,102.0,106.0,108.0,110.0,110.0,117.0,130.0,138.0,150.0,150.0,160.0,178.0,178.0,200.0,212.0,226.0,243.0,266.0,313.0,345.0,385.0,432.0,455.0,509.0,558.0,631.0,683.0,732.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,54.0,38.0,24.0,10.0,28.0,16.0,53.0,60.0,7.0,30.0,103.0,48.0,1.0,18.0,50.0,31.0,602.0,469.0,28.0,38.0,5.0,3.0,43.0,107.0,30.0,34.0,35.0,50.0,52.0,32.0,82.0,121.0,0.0,31.0,57.0,30.0,547.0,7.0,50.0,72.0,82.0,38.0,3.0,231.0,4.0,13.0,38.0,72.0,134.0,152.0,309.0,18.0,39.0,31.0,38.0,509.0,82.0,261.0,290.0,48.0,31.0,363.0,400.0,43.0,32.0,199.0,52.0
SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,10.0,16.0,32.0,44.0,54.0,63.0,72.0,105.0,123.0,137.0,178.0,185.0,186.0,204.0,216.0,226.0,269.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,290.0,209.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,3.0,7.0,0.0,0.0,122.0,0.0,0.0,0.0,3.0,63.0,72.0,178.0,0.0,0.0,0.0,0.0,224.0,16.0,136.0,177.0,0.0,0.0,179.0,197.0,0.0,0.0,104.0,1.0
SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,16.0,16.0,31.0,57.0,89.0,141.0,181.0,219.0,253.0,275.0,275.0,286.0,341.0,383.0,414.0,442.0,480.0,528.0,562.0,632.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,665.0,513.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,218.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,16.0,31.0,0.0,0.0,285.0,0.0,0.0,0.0,16.0,252.0,274.0,412.0,0.0,2.0,0.0,0.0,546.0,89.0,340.0,382.0,0.0,0.0,439.0,476.0,0.0,0.0,274.0,7.0
SO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0,13.0,17.0,24.0,38.0,51.0,62.0,62.0,116.0,150.0,202.0,240.0,274.0,402.0,554.0,709.0,927.0,1170.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1155.0,697.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,51.0,0.0,0.0,0.0,0.0,1138.0,0.0,0.0,3.0,7.0,0.0,0.0,150.0,0.0,0.0,0.0,3.0,62.0,62.0,274.0,0.0,1.0,0.0,0.0,915.0,17.0,202.0,240.0,0.0,0.0,402.0,550.0,0.0,0.0,116.0,1.0
ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,30,32,32,183,183,193,517,517,530,1028,1081,1107,1588,2125,2575,2575,3794,5367,7015,9357,12285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,13.0,15.0,32.0,45.0,84.0,120.0,165.0,222.0,259.0,400.0,500.0,673.0,1073.0,1695.0,2277.0,2277.0,5232.0,6391.0,7798.0,9942.0,11748.0,13910.0,17963.0,20410.0,25374.0,28768.0,35136.0,39885.0,49515.0,57786.0,65719.0,73235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,10.0,17.0,28.0,35.0,54.0,55.0,133.0,195.0,289.0,342.0,533.0,623.0,830.0,1043.0,1375.0,1772.0,2311.0,2808.0,3647.0,4365.0,5138.0,5982.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,460.0,0.0,43.0,4906.0,0.0,0.0,1.0,0.0,11.0,54968.0,40501.0,1.0,2.0,0.0,0.0,2.0,5679.0,1.0,82.0,2.0,2.0,0.0,162.0,2040.0,6992.0,0.0,1.0,0.0,118.0,51224.0,0.0,0.0,626.0,1628.0,4.0,0.0,16026.0,0.0,0.0,0.0,1013.0,9070.0,10187.0,24421.0,1.0,254.0,30.0,2.0,46406.0,2039.0,17779.0,21874.0,0.0,13.0,30250.0,33283.0,2.0,218.0,12206.0,393.0
